RequestId,prompt_len,output_len,app,inputmeanapp,input99app,outputmeanapp,output99app,sysmeanapp,sys99app,llmcalls,syslen,llmcalls_made
533,200,100,1,200,200,200,200,200,200,4,100,1
534,200,100,1,200,200,200,200,200,200,4,100,2
535,200,100,1,200,200,200,200,200,200,4,100,3
536,200,100,1,200,200,200,200,200,200,4,100,4
537,200,100,1,200,200,200,200,200,200,4,100,1
538,200,100,1,200,200,200,200,200,200,4,100,2
539,200,100,1,200,200,200,200,200,200,4,100,3
540,200,100,1,200,200,200,200,200,200,4,100,4
541,200,100,1,200,200,200,200,200,200,4,100,1
542,200,100,1,200,200,200,200,200,200,4,100,2
543,200,100,1,200,200,200,200,200,200,4,100,3
544,200,100,1,200,200,200,200,200,200,4,100,4
545,200,100,1,200,200,200,200,200,200,4,100,1
546,200,100,1,200,200,200,200,200,200,4,100,2
547,200,100,1,200,200,200,200,200,200,4,100,3
548,200,100,1,200,200,200,200,200,200,4,100,4
549,200,100,1,200,200,200,200,200,200,4,100,1
550,200,100,1,200,200,200,200,200,200,4,100,2
551,200,100,1,200,200,200,200,200,200,4,100,3
552,200,100,1,200,200,200,200,200,200,4,100,4
553,200,100,1,200,200,200,200,200,200,4,100,1
554,200,100,1,200,200,200,200,200,200,4,100,2
555,200,100,1,200,200,200,200,200,200,4,100,3
556,200,100,1,200,200,200,200,200,200,4,100,4
557,200,100,1,200,200,200,200,200,200,4,100,1
558,200,100,1,200,200,200,200,200,200,4,100,2
559,200,100,1,200,200,200,200,200,200,4,100,3
560,200,100,1,200,200,200,200,200,200,4,100,4
561,200,100,1,200,200,200,200,200,200,4,100,1
562,200,100,1,200,200,200,200,200,200,4,100,2
563,200,100,1,200,200,200,200,200,200,4,100,3
564,200,100,1,200,200,200,200,200,200,4,100,4
565,200,100,1,200,200,200,200,200,200,4,100,1
566,200,100,1,200,200,200,200,200,200,4,100,2
567,200,100,1,200,200,200,200,200,200,4,100,3
568,200,100,1,200,200,200,200,200,200,4,100,4
569,200,100,1,200,200,200,200,200,200,4,100,1
570,200,100,1,200,200,200,200,200,200,4,100,2
571,200,100,1,200,200,200,200,200,200,4,100,3
572,200,100,1,200,200,200,200,200,200,4,100,4
573,200,100,1,200,200,200,200,200,200,4,100,1
574,200,100,1,200,200,200,200,200,200,4,100,2
575,200,100,1,200,200,200,200,200,200,4,100,3
576,200,100,1,200,200,200,200,200,200,4,100,4
577,200,100,1,200,200,200,200,200,200,4,100,1
578,200,100,1,200,200,200,200,200,200,4,100,2
579,200,100,1,200,200,200,200,200,200,4,100,3
580,200,100,1,200,200,200,200,200,200,4,100,4
581,200,100,1,200,200,200,200,200,200,4,100,1
582,200,100,1,200,200,200,200,200,200,4,100,2
583,200,100,1,200,200,200,200,200,200,4,100,3
584,200,100,1,200,200,200,200,200,200,4,100,4
585,200,100,1,200,200,200,200,200,200,4,100,1
586,200,100,1,200,200,200,200,200,200,4,100,2
587,200,100,1,200,200,200,200,200,200,4,100,3
588,200,100,1,200,200,200,200,200,200,4,100,4
589,200,100,1,200,200,200,200,200,200,4,100,1
590,200,100,1,200,200,200,200,200,200,4,100,2
591,200,100,1,200,200,200,200,200,200,4,100,3
592,200,100,1,200,200,200,200,200,200,4,100,4
593,200,100,1,200,200,200,200,200,200,4,100,1
594,200,100,1,200,200,200,200,200,200,4,100,2
595,200,100,1,200,200,200,200,200,200,4,100,3
596,200,100,1,200,200,200,200,200,200,4,100,4
597,200,100,1,200,200,200,200,200,200,4,100,1
598,200,100,1,200,200,200,200,200,200,4,100,2
599,200,100,1,200,200,200,200,200,200,4,100,3
600,200,100,1,200,200,200,200,200,200,4,100,4
601,200,100,1,200,200,200,200,200,200,4,100,1
602,200,100,1,200,200,200,200,200,200,4,100,2
603,200,100,1,200,200,200,200,200,200,4,100,3
604,200,100,1,200,200,200,200,200,200,4,100,4
605,200,100,1,200,200,200,200,200,200,4,100,1
606,200,100,1,200,200,200,200,200,200,4,100,2
607,200,100,1,200,200,200,200,200,200,4,100,3
608,200,100,1,200,200,200,200,200,200,4,100,4
609,200,100,1,200,200,200,200,200,200,4,100,1
610,200,100,1,200,200,200,200,200,200,4,100,2
611,200,100,1,200,200,200,200,200,200,4,100,3
612,200,100,1,200,200,200,200,200,200,4,100,4
613,200,100,1,200,200,200,200,200,200,4,100,1
614,200,100,1,200,200,200,200,200,200,4,100,2
615,200,100,1,200,200,200,200,200,200,4,100,3
616,200,100,1,200,200,200,200,200,200,4,100,4
617,200,100,1,200,200,200,200,200,200,4,100,1
618,200,100,1,200,200,200,200,200,200,4,100,2
619,200,100,1,200,200,200,200,200,200,4,100,3
620,200,100,1,200,200,200,200,200,200,4,100,4
621,200,100,1,200,200,200,200,200,200,4,100,1
622,200,100,1,200,200,200,200,200,200,4,100,2
623,200,100,1,200,200,200,200,200,200,4,100,3
624,200,100,1,200,200,200,200,200,200,4,100,4
625,200,100,1,200,200,200,200,200,200,4,100,1
626,200,100,1,200,200,200,200,200,200,4,100,2
627,200,100,1,200,200,200,200,200,200,4,100,3
628,200,100,1,200,200,200,200,200,200,4,100,4
629,200,100,1,200,200,200,200,200,200,4,100,1
630,200,100,1,200,200,200,200,200,200,4,100,2
631,200,100,1,200,200,200,200,200,200,4,100,3
632,200,100,1,200,200,200,200,200,200,4,100,4
633,200,100,1,200,200,200,200,200,200,4,100,1
634,200,100,1,200,200,200,200,200,200,4,100,2
635,200,100,1,200,200,200,200,200,200,4,100,3
636,200,100,1,200,200,200,200,200,200,4,100,4
637,200,100,1,200,200,200,200,200,200,4,100,1
638,200,100,1,200,200,200,200,200,200,4,100,2
639,200,100,1,200,200,200,200,200,200,4,100,3
640,200,100,1,200,200,200,200,200,200,4,100,4
641,200,100,1,200,200,200,200,200,200,4,100,1
642,200,100,1,200,200,200,200,200,200,4,100,2
643,200,100,1,200,200,200,200,200,200,4,100,3
644,200,100,1,200,200,200,200,200,200,4,100,4
645,200,100,1,200,200,200,200,200,200,4,100,1
646,200,100,1,200,200,200,200,200,200,4,100,2
647,200,100,1,200,200,200,200,200,200,4,100,3
648,200,100,1,200,200,200,200,200,200,4,100,4
649,200,100,1,200,200,200,200,200,200,4,100,1
650,200,100,1,200,200,200,200,200,200,4,100,2
651,200,100,1,200,200,200,200,200,200,4,100,3
652,200,100,1,200,200,200,200,200,200,4,100,4
653,200,100,1,200,200,200,200,200,200,4,100,1
654,200,100,1,200,200,200,200,200,200,4,100,2
655,200,100,1,200,200,200,200,200,200,4,100,3
656,200,100,1,200,200,200,200,200,200,4,100,4
657,200,100,1,200,200,200,200,200,200,4,100,1
658,200,100,1,200,200,200,200,200,200,4,100,2
659,200,100,1,200,200,200,200,200,200,4,100,3
660,200,100,1,200,200,200,200,200,200,4,100,4
661,200,100,1,200,200,200,200,200,200,4,100,1
662,200,100,1,200,200,200,200,200,200,4,100,2
663,200,100,1,200,200,200,200,200,200,4,100,3
664,200,100,1,200,200,200,200,200,200,4,100,4
665,200,100,1,200,200,200,200,200,200,4,100,1
666,200,100,1,200,200,200,200,200,200,4,100,2
667,200,100,1,200,200,200,200,200,200,4,100,3
668,200,100,1,200,200,200,200,200,200,4,100,4
669,200,100,1,200,200,200,200,200,200,4,100,1
670,200,100,1,200,200,200,200,200,200,4,100,2
671,200,100,1,200,200,200,200,200,200,4,100,3
672,200,100,1,200,200,200,200,200,200,4,100,4
673,200,100,1,200,200,200,200,200,200,4,100,1
674,200,100,1,200,200,200,200,200,200,4,100,2
675,200,100,1,200,200,200,200,200,200,4,100,3
676,200,100,1,200,200,200,200,200,200,4,100,4
677,200,100,1,200,200,200,200,200,200,4,100,1
678,200,100,1,200,200,200,200,200,200,4,100,2
679,200,100,1,200,200,200,200,200,200,4,100,3
680,200,100,1,200,200,200,200,200,200,4,100,4
681,200,100,1,200,200,200,200,200,200,4,100,1
682,200,100,1,200,200,200,200,200,200,4,100,2
683,200,100,1,200,200,200,200,200,200,4,100,3
684,200,100,1,200,200,200,200,200,200,4,100,4
685,200,100,1,200,200,200,200,200,200,4,100,1
686,200,100,1,200,200,200,200,200,200,4,100,2
687,200,100,1,200,200,200,200,200,200,4,100,3
688,200,100,1,200,200,200,200,200,200,4,100,4
689,200,100,1,200,200,200,200,200,200,4,100,1
690,200,100,1,200,200,200,200,200,200,4,100,2
691,200,100,1,200,200,200,200,200,200,4,100,3
692,200,100,1,200,200,200,200,200,200,4,100,4
693,200,100,1,200,200,200,200,200,200,4,100,1
694,200,100,1,200,200,200,200,200,200,4,100,2
695,200,100,1,200,200,200,200,200,200,4,100,3
696,200,100,1,200,200,200,200,200,200,4,100,4
697,200,100,1,200,200,200,200,200,200,4,100,1
698,200,100,1,200,200,200,200,200,200,4,100,2
699,200,100,1,200,200,200,200,200,200,4,100,3
700,200,100,1,200,200,200,200,200,200,4,100,4
701,200,100,1,200,200,200,200,200,200,4,100,1
702,200,100,1,200,200,200,200,200,200,4,100,2
703,200,100,1,200,200,200,200,200,200,4,100,3
704,200,100,1,200,200,200,200,200,200,4,100,4
705,200,100,1,200,200,200,200,200,200,4,100,1
706,200,100,1,200,200,200,200,200,200,4,100,2
707,200,100,1,200,200,200,200,200,200,4,100,3
708,200,100,1,200,200,200,200,200,200,4,100,4
709,200,100,1,200,200,200,200,200,200,4,100,1
710,200,100,1,200,200,200,200,200,200,4,100,2
711,200,100,1,200,200,200,200,200,200,4,100,3
712,200,100,1,200,200,200,200,200,200,4,100,4
713,200,100,1,200,200,200,200,200,200,4,100,1
714,200,100,1,200,200,200,200,200,200,4,100,2
715,200,100,1,200,200,200,200,200,200,4,100,3
716,200,100,1,200,200,200,200,200,200,4,100,4
717,200,100,1,200,200,200,200,200,200,4,100,1
718,200,100,1,200,200,200,200,200,200,4,100,2
719,200,100,1,200,200,200,200,200,200,4,100,3
720,200,100,1,200,200,200,200,200,200,4,100,4
721,200,100,1,200,200,200,200,200,200,4,100,1
722,200,100,1,200,200,200,200,200,200,4,100,2
723,200,100,1,200,200,200,200,200,200,4,100,3
724,200,100,1,200,200,200,200,200,200,4,100,4
725,200,100,1,200,200,200,200,200,200,4,100,1
726,200,100,1,200,200,200,200,200,200,4,100,2
727,200,100,1,200,200,200,200,200,200,4,100,3
728,200,100,1,200,200,200,200,200,200,4,100,4
729,200,100,1,200,200,200,200,200,200,4,100,1
730,200,100,1,200,200,200,200,200,200,4,100,2
731,200,100,1,200,200,200,200,200,200,4,100,3
732,200,100,1,200,200,200,200,200,200,4,100,4
733,200,100,1,200,200,200,200,200,200,4,100,1
734,200,100,1,200,200,200,200,200,200,4,100,2
735,200,100,1,200,200,200,200,200,200,4,100,3
736,200,100,1,200,200,200,200,200,200,4,100,4
737,200,100,1,200,200,200,200,200,200,4,100,1
738,200,100,1,200,200,200,200,200,200,4,100,2
739,200,100,1,200,200,200,200,200,200,4,100,3
740,200,100,1,200,200,200,200,200,200,4,100,4
741,200,100,1,200,200,200,200,200,200,4,100,1
742,200,100,1,200,200,200,200,200,200,4,100,2
743,200,100,1,200,200,200,200,200,200,4,100,3
744,200,100,1,200,200,200,200,200,200,4,100,4
745,200,100,1,200,200,200,200,200,200,4,100,1
746,200,100,1,200,200,200,200,200,200,4,100,2
747,200,100,1,200,200,200,200,200,200,4,100,3
748,200,100,1,200,200,200,200,200,200,4,100,4
749,200,100,1,200,200,200,200,200,200,4,100,1
750,200,100,1,200,200,200,200,200,200,4,100,2
751,200,100,1,200,200,200,200,200,200,4,100,3
752,200,100,1,200,200,200,200,200,200,4,100,4
753,200,100,1,200,200,200,200,200,200,4,100,1
754,200,100,1,200,200,200,200,200,200,4,100,2
755,200,100,1,200,200,200,200,200,200,4,100,3
756,200,100,1,200,200,200,200,200,200,4,100,4
757,200,100,1,200,200,200,200,200,200,4,100,1
758,200,100,1,200,200,200,200,200,200,4,100,2
759,200,100,1,200,200,200,200,200,200,4,100,3
760,200,100,1,200,200,200,200,200,200,4,100,4
761,200,100,1,200,200,200,200,200,200,4,100,1
762,200,100,1,200,200,200,200,200,200,4,100,2
763,200,100,1,200,200,200,200,200,200,4,100,3
764,200,100,1,200,200,200,200,200,200,4,100,4
765,200,100,1,200,200,200,200,200,200,4,100,1
766,200,100,1,200,200,200,200,200,200,4,100,2
767,200,100,1,200,200,200,200,200,200,4,100,3
768,200,100,1,200,200,200,200,200,200,4,100,4
769,200,100,1,200,200,200,200,200,200,4,100,1
770,200,100,1,200,200,200,200,200,200,4,100,2
771,200,100,1,200,200,200,200,200,200,4,100,3
772,200,100,1,200,200,200,200,200,200,4,100,4
773,200,100,1,200,200,200,200,200,200,4,100,1
774,200,100,1,200,200,200,200,200,200,4,100,2
775,200,100,1,200,200,200,200,200,200,4,100,3
776,200,100,1,200,200,200,200,200,200,4,100,4
777,200,100,1,200,200,200,200,200,200,4,100,1
778,200,100,1,200,200,200,200,200,200,4,100,2
779,200,100,1,200,200,200,200,200,200,4,100,3
780,200,100,1,200,200,200,200,200,200,4,100,4
781,200,100,1,200,200,200,200,200,200,4,100,1
782,200,100,1,200,200,200,200,200,200,4,100,2
783,200,100,1,200,200,200,200,200,200,4,100,3
784,200,100,1,200,200,200,200,200,200,4,100,4
785,200,100,1,200,200,200,200,200,200,4,100,1
786,200,100,1,200,200,200,200,200,200,4,100,2
787,200,100,1,200,200,200,200,200,200,4,100,3
788,200,100,1,200,200,200,200,200,200,4,100,4
789,200,100,1,200,200,200,200,200,200,4,100,1
790,200,100,1,200,200,200,200,200,200,4,100,2
791,200,100,1,200,200,200,200,200,200,4,100,3
792,200,100,1,200,200,200,200,200,200,4,100,4
793,200,100,1,200,200,200,200,200,200,4,100,1
794,200,100,1,200,200,200,200,200,200,4,100,2
795,200,100,1,200,200,200,200,200,200,4,100,3
796,200,100,1,200,200,200,200,200,200,4,100,4
797,200,100,1,200,200,200,200,200,200,4,100,1
798,200,100,1,200,200,200,200,200,200,4,100,2
799,200,100,1,200,200,200,200,200,200,4,100,3
800,200,100,1,200,200,200,200,200,200,4,100,4
801,200,100,1,200,200,200,200,200,200,4,100,1
802,200,100,1,200,200,200,200,200,200,4,100,2
803,200,100,1,200,200,200,200,200,200,4,100,3
804,200,100,1,200,200,200,200,200,200,4,100,4
805,200,100,1,200,200,200,200,200,200,4,100,1
806,200,100,1,200,200,200,200,200,200,4,100,2
807,200,100,1,200,200,200,200,200,200,4,100,3
808,200,100,1,200,200,200,200,200,200,4,100,4
809,200,100,1,200,200,200,200,200,200,4,100,1
810,200,100,1,200,200,200,200,200,200,4,100,2
811,200,100,1,200,200,200,200,200,200,4,100,3
812,200,100,1,200,200,200,200,200,200,4,100,4
813,200,100,1,200,200,200,200,200,200,4,100,1
814,200,100,1,200,200,200,200,200,200,4,100,2
815,200,100,1,200,200,200,200,200,200,4,100,3
816,200,100,1,200,200,200,200,200,200,4,100,4
817,200,100,1,200,200,200,200,200,200,4,100,1
818,200,100,1,200,200,200,200,200,200,4,100,2
819,200,100,1,200,200,200,200,200,200,4,100,3
820,200,100,1,200,200,200,200,200,200,4,100,4
821,200,100,1,200,200,200,200,200,200,4,100,1
822,200,100,1,200,200,200,200,200,200,4,100,2
823,200,100,1,200,200,200,200,200,200,4,100,3
824,200,100,1,200,200,200,200,200,200,4,100,4
825,200,100,1,200,200,200,200,200,200,4,100,1
826,200,100,1,200,200,200,200,200,200,4,100,2
827,200,100,1,200,200,200,200,200,200,4,100,3
828,200,100,1,200,200,200,200,200,200,4,100,4
829,200,100,1,200,200,200,200,200,200,4,100,1
830,200,100,1,200,200,200,200,200,200,4,100,2
831,200,100,1,200,200,200,200,200,200,4,100,3
832,200,100,1,200,200,200,200,200,200,4,100,4
833,200,100,1,200,200,200,200,200,200,4,100,1
834,200,100,1,200,200,200,200,200,200,4,100,2
835,200,100,1,200,200,200,200,200,200,4,100,3
836,200,100,1,200,200,200,200,200,200,4,100,4
837,200,100,1,200,200,200,200,200,200,4,100,1
838,200,100,1,200,200,200,200,200,200,4,100,2
839,200,100,1,200,200,200,200,200,200,4,100,3
840,200,100,1,200,200,200,200,200,200,4,100,4
841,200,100,1,200,200,200,200,200,200,4,100,1
842,200,100,1,200,200,200,200,200,200,4,100,2
843,200,100,1,200,200,200,200,200,200,4,100,3
844,200,100,1,200,200,200,200,200,200,4,100,4
845,200,100,1,200,200,200,200,200,200,4,100,1
846,200,100,1,200,200,200,200,200,200,4,100,2
847,200,100,1,200,200,200,200,200,200,4,100,3
848,200,100,1,200,200,200,200,200,200,4,100,4
849,200,100,1,200,200,200,200,200,200,4,100,1
850,200,100,1,200,200,200,200,200,200,4,100,2
851,200,100,1,200,200,200,200,200,200,4,100,3
852,200,100,1,200,200,200,200,200,200,4,100,4
853,200,100,1,200,200,200,200,200,200,4,100,1
854,200,100,1,200,200,200,200,200,200,4,100,2
855,200,100,1,200,200,200,200,200,200,4,100,3
856,200,100,1,200,200,200,200,200,200,4,100,4
857,200,100,1,200,200,200,200,200,200,4,100,1
858,200,100,1,200,200,200,200,200,200,4,100,2
859,200,100,1,200,200,200,200,200,200,4,100,3
860,200,100,1,200,200,200,200,200,200,4,100,4
861,200,100,1,200,200,200,200,200,200,4,100,1
862,200,100,1,200,200,200,200,200,200,4,100,2
863,200,100,1,200,200,200,200,200,200,4,100,3
864,200,100,1,200,200,200,200,200,200,4,100,4
865,200,100,1,200,200,200,200,200,200,4,100,1
866,200,100,1,200,200,200,200,200,200,4,100,2
867,200,100,1,200,200,200,200,200,200,4,100,3
868,200,100,1,200,200,200,200,200,200,4,100,4
869,200,100,1,200,200,200,200,200,200,4,100,1
870,200,100,1,200,200,200,200,200,200,4,100,2
871,200,100,1,200,200,200,200,200,200,4,100,3
872,200,100,1,200,200,200,200,200,200,4,100,4
873,200,100,1,200,200,200,200,200,200,4,100,1
874,200,100,1,200,200,200,200,200,200,4,100,2
875,200,100,1,200,200,200,200,200,200,4,100,3
876,200,100,1,200,200,200,200,200,200,4,100,4
877,200,100,1,200,200,200,200,200,200,4,100,1
878,200,100,1,200,200,200,200,200,200,4,100,2
879,200,100,1,200,200,200,200,200,200,4,100,3
880,200,100,1,200,200,200,200,200,200,4,100,4
881,200,100,1,200,200,200,200,200,200,4,100,1
882,200,100,1,200,200,200,200,200,200,4,100,2
883,200,100,1,200,200,200,200,200,200,4,100,3
884,200,100,1,200,200,200,200,200,200,4,100,4
885,200,100,1,200,200,200,200,200,200,4,100,1
886,200,100,1,200,200,200,200,200,200,4,100,2
887,200,100,1,200,200,200,200,200,200,4,100,3
888,200,100,1,200,200,200,200,200,200,4,100,4
889,200,100,1,200,200,200,200,200,200,4,100,1
890,200,100,1,200,200,200,200,200,200,4,100,2
891,200,100,1,200,200,200,200,200,200,4,100,3
892,200,100,1,200,200,200,200,200,200,4,100,4
893,200,100,1,200,200,200,200,200,200,4,100,1
894,200,100,1,200,200,200,200,200,200,4,100,2
895,200,100,1,200,200,200,200,200,200,4,100,3
896,200,100,1,200,200,200,200,200,200,4,100,4
897,200,100,1,200,200,200,200,200,200,4,100,1
898,200,100,1,200,200,200,200,200,200,4,100,2
899,200,100,1,200,200,200,200,200,200,4,100,3
900,200,100,1,200,200,200,200,200,200,4,100,4
901,200,100,1,200,200,200,200,200,200,4,100,1
902,200,100,1,200,200,200,200,200,200,4,100,2
903,200,100,1,200,200,200,200,200,200,4,100,3
904,200,100,1,200,200,200,200,200,200,4,100,4
905,200,100,1,200,200,200,200,200,200,4,100,1
906,200,100,1,200,200,200,200,200,200,4,100,2
907,200,100,1,200,200,200,200,200,200,4,100,3
908,200,100,1,200,200,200,200,200,200,4,100,4
909,200,100,1,200,200,200,200,200,200,4,100,1
910,200,100,1,200,200,200,200,200,200,4,100,2
911,200,100,1,200,200,200,200,200,200,4,100,3
912,200,100,1,200,200,200,200,200,200,4,100,4
913,200,100,1,200,200,200,200,200,200,4,100,1
914,200,100,1,200,200,200,200,200,200,4,100,2
915,200,100,1,200,200,200,200,200,200,4,100,3
916,200,100,1,200,200,200,200,200,200,4,100,4
917,200,100,1,200,200,200,200,200,200,4,100,1
918,200,100,1,200,200,200,200,200,200,4,100,2
919,200,100,1,200,200,200,200,200,200,4,100,3
920,200,100,1,200,200,200,200,200,200,4,100,4
921,200,100,1,200,200,200,200,200,200,4,100,1
922,200,100,1,200,200,200,200,200,200,4,100,2
923,200,100,1,200,200,200,200,200,200,4,100,3
924,200,100,1,200,200,200,200,200,200,4,100,4
925,200,100,1,200,200,200,200,200,200,4,100,1
926,200,100,1,200,200,200,200,200,200,4,100,2
927,200,100,1,200,200,200,200,200,200,4,100,3
928,200,100,1,200,200,200,200,200,200,4,100,4
929,200,100,1,200,200,200,200,200,200,4,100,1
930,200,100,1,200,200,200,200,200,200,4,100,2
931,200,100,1,200,200,200,200,200,200,4,100,3
932,200,100,1,200,200,200,200,200,200,4,100,4
933,200,100,1,200,200,200,200,200,200,4,100,1
934,200,100,1,200,200,200,200,200,200,4,100,2
935,200,100,1,200,200,200,200,200,200,4,100,3
936,200,100,1,200,200,200,200,200,200,4,100,4
937,200,100,1,200,200,200,200,200,200,4,100,1
938,200,100,1,200,200,200,200,200,200,4,100,2
939,200,100,1,200,200,200,200,200,200,4,100,3
940,200,100,1,200,200,200,200,200,200,4,100,4
941,200,100,1,200,200,200,200,200,200,4,100,1
942,200,100,1,200,200,200,200,200,200,4,100,2
943,200,100,1,200,200,200,200,200,200,4,100,3
944,200,100,1,200,200,200,200,200,200,4,100,4
945,200,100,1,200,200,200,200,200,200,4,100,1
946,200,100,1,200,200,200,200,200,200,4,100,2
947,200,100,1,200,200,200,200,200,200,4,100,3
948,200,100,1,200,200,200,200,200,200,4,100,4
949,200,100,1,200,200,200,200,200,200,4,100,1
950,200,100,1,200,200,200,200,200,200,4,100,2
951,200,100,1,200,200,200,200,200,200,4,100,3
952,200,100,1,200,200,200,200,200,200,4,100,4
953,200,100,1,200,200,200,200,200,200,4,100,1
954,200,100,1,200,200,200,200,200,200,4,100,2
955,200,100,1,200,200,200,200,200,200,4,100,3
956,200,100,1,200,200,200,200,200,200,4,100,4
957,200,100,1,200,200,200,200,200,200,4,100,1
958,200,100,1,200,200,200,200,200,200,4,100,2
959,200,100,1,200,200,200,200,200,200,4,100,3
960,200,100,1,200,200,200,200,200,200,4,100,4
961,200,100,1,200,200,200,200,200,200,4,100,1
962,200,100,1,200,200,200,200,200,200,4,100,2
963,200,100,1,200,200,200,200,200,200,4,100,3
964,200,100,1,200,200,200,200,200,200,4,100,4
965,200,100,1,200,200,200,200,200,200,4,100,1
966,200,100,1,200,200,200,200,200,200,4,100,2
967,200,100,1,200,200,200,200,200,200,4,100,3
968,200,100,1,200,200,200,200,200,200,4,100,4
969,200,100,1,200,200,200,200,200,200,4,100,1
970,200,100,1,200,200,200,200,200,200,4,100,2
971,200,100,1,200,200,200,200,200,200,4,100,3
972,200,100,1,200,200,200,200,200,200,4,100,4
973,200,100,1,200,200,200,200,200,200,4,100,1
974,200,100,1,200,200,200,200,200,200,4,100,2
975,200,100,1,200,200,200,200,200,200,4,100,3
976,200,100,1,200,200,200,200,200,200,4,100,4
977,200,100,1,200,200,200,200,200,200,4,100,1
978,200,100,1,200,200,200,200,200,200,4,100,2
979,200,100,1,200,200,200,200,200,200,4,100,3
980,200,100,1,200,200,200,200,200,200,4,100,4
981,200,100,1,200,200,200,200,200,200,4,100,1
982,200,100,1,200,200,200,200,200,200,4,100,2
983,200,100,1,200,200,200,200,200,200,4,100,3
984,200,100,1,200,200,200,200,200,200,4,100,4
985,200,100,1,200,200,200,200,200,200,4,100,1
986,200,100,1,200,200,200,200,200,200,4,100,2
987,200,100,1,200,200,200,200,200,200,4,100,3
988,200,100,1,200,200,200,200,200,200,4,100,4
989,200,100,1,200,200,200,200,200,200,4,100,1
990,200,100,1,200,200,200,200,200,200,4,100,2
991,200,100,1,200,200,200,200,200,200,4,100,3
992,200,100,1,200,200,200,200,200,200,4,100,4
993,200,100,1,200,200,200,200,200,200,4,100,1
994,200,100,1,200,200,200,200,200,200,4,100,2
995,200,100,1,200,200,200,200,200,200,4,100,3
996,200,100,1,200,200,200,200,200,200,4,100,4
997,200,100,1,200,200,200,200,200,200,4,100,1
998,200,100,1,200,200,200,200,200,200,4,100,2
999,200,100,1,200,200,200,200,200,200,4,100,3
1000,200,100,1,200,200,200,200,200,200,4,100,4
1001,50,50,2,50,50,50,50,50,50,1,50,1
1002,50,50,2,50,50,50,50,50,50,1,50,1
1003,50,50,2,50,50,50,50,50,50,1,50,1
1004,50,50,2,50,50,50,50,50,50,1,50,1
1005,50,50,2,50,50,50,50,50,50,1,50,1
1006,50,50,2,50,50,50,50,50,50,1,50,1
1007,50,50,2,50,50,50,50,50,50,1,50,1
1008,50,50,2,50,50,50,50,50,50,1,50,1
1009,50,50,2,50,50,50,50,50,50,1,50,1
1010,50,50,2,50,50,50,50,50,50,1,50,1
1011,50,50,2,50,50,50,50,50,50,1,50,1
1012,50,50,2,50,50,50,50,50,50,1,50,1
1013,50,50,2,50,50,50,50,50,50,1,50,1
1014,50,50,2,50,50,50,50,50,50,1,50,1
1015,50,50,2,50,50,50,50,50,50,1,50,1
1016,50,50,2,50,50,50,50,50,50,1,50,1
1017,50,50,2,50,50,50,50,50,50,1,50,1
1018,50,50,2,50,50,50,50,50,50,1,50,1
1019,50,50,2,50,50,50,50,50,50,1,50,1
1020,50,50,2,50,50,50,50,50,50,1,50,1
1021,50,50,2,50,50,50,50,50,50,1,50,1
1022,50,50,2,50,50,50,50,50,50,1,50,1
1023,50,50,2,50,50,50,50,50,50,1,50,1
1024,50,50,2,50,50,50,50,50,50,1,50,1
1025,50,50,2,50,50,50,50,50,50,1,50,1
1026,50,50,2,50,50,50,50,50,50,1,50,1
1027,50,50,2,50,50,50,50,50,50,1,50,1
1028,50,50,2,50,50,50,50,50,50,1,50,1
1029,50,50,2,50,50,50,50,50,50,1,50,1
1030,50,50,2,50,50,50,50,50,50,1,50,1
1031,50,50,2,50,50,50,50,50,50,1,50,1
1032,50,50,2,50,50,50,50,50,50,1,50,1
1033,50,50,2,50,50,50,50,50,50,1,50,1
1034,50,50,2,50,50,50,50,50,50,1,50,1
1035,50,50,2,50,50,50,50,50,50,1,50,1
1036,50,50,2,50,50,50,50,50,50,1,50,1
1037,50,50,2,50,50,50,50,50,50,1,50,1
1038,50,50,2,50,50,50,50,50,50,1,50,1
1039,50,50,2,50,50,50,50,50,50,1,50,1
1040,50,50,2,50,50,50,50,50,50,1,50,1
1041,50,50,2,50,50,50,50,50,50,1,50,1
1042,50,50,2,50,50,50,50,50,50,1,50,1
1043,50,50,2,50,50,50,50,50,50,1,50,1
1044,50,50,2,50,50,50,50,50,50,1,50,1
1045,50,50,2,50,50,50,50,50,50,1,50,1
1046,50,50,2,50,50,50,50,50,50,1,50,1
1047,50,50,2,50,50,50,50,50,50,1,50,1
1048,50,50,2,50,50,50,50,50,50,1,50,1
1049,50,50,2,50,50,50,50,50,50,1,50,1
1050,50,50,2,50,50,50,50,50,50,1,50,1
1051,50,50,2,50,50,50,50,50,50,1,50,1
1052,50,50,2,50,50,50,50,50,50,1,50,1
1053,50,50,2,50,50,50,50,50,50,1,50,1
1054,50,50,2,50,50,50,50,50,50,1,50,1
1055,50,50,2,50,50,50,50,50,50,1,50,1
1056,50,50,2,50,50,50,50,50,50,1,50,1
1057,50,50,2,50,50,50,50,50,50,1,50,1
1058,50,50,2,50,50,50,50,50,50,1,50,1
1059,50,50,2,50,50,50,50,50,50,1,50,1
1060,50,50,2,50,50,50,50,50,50,1,50,1
1061,50,50,2,50,50,50,50,50,50,1,50,1
1062,50,50,2,50,50,50,50,50,50,1,50,1
1063,50,50,2,50,50,50,50,50,50,1,50,1
1064,50,50,2,50,50,50,50,50,50,1,50,1
1065,50,50,2,50,50,50,50,50,50,1,50,1
