,PromptTokens,DecodeTokens,UserID,ArrivalTime
830841,8858,122,251185,34
830842,19283,599,251185,34
830843,2122,419,761399,34
830844,6317,180,251185,34
830845,10496,426,251185,34
830846,7453,219,251185,34
830847,3793,191,251185,34
830848,16780,249,251185,34
830849,10689,709,251185,34
830850,8988,178,251185,34
830851,12111,125,251185,34
830852,8956,404,251185,34
830853,9188,612,251185,34
830854,2343,157,251185,34
830855,3776,190,251185,34
830856,12887,508,251185,34
830857,10570,53,251185,34
830858,5845,133,251185,34
830859,8864,130,251185,34
830860,5864,156,251185,34
830861,2333,77,251185,34
830862,7195,196,251185,34
830863,22071,168,251185,34
830864,7249,171,251185,34
830865,14957,582,251185,34
830866,14953,608,251185,34
830867,11093,141,251185,34
830868,8416,147,251185,34
830869,4916,150,251185,34
830870,11031,165,251185,34
830871,5918,138,251185,34
830872,14458,360,251185,34
830873,6293,168,251185,34
830874,6954,154,251185,34
830875,12564,538,251185,34
830876,15048,274,251185,34
830877,22746,205,251185,34
830878,16428,146,251185,34
830879,3838,167,251185,34
830880,6208,155,251185,34
830881,5703,96,251185,34
830882,5789,247,251185,34
830883,16056,206,251185,34
830884,4217,237,251185,34
830885,4919,306,251185,34
830886,5662,157,251185,34
830887,16245,183,251185,34
830888,14531,203,251185,34
830889,6821,191,251185,34
830890,8569,203,251185,34
830891,18916,140,251185,34
830892,6137,139,251185,34
830893,15709,139,251185,34
830894,8867,142,251185,34
830895,5938,380,251185,34
830896,6138,209,251185,34
830897,6184,399,251185,34
830898,11177,170,251185,34
830899,5763,301,251185,34
830900,11348,384,251185,34
830901,14390,195,251185,34
830902,7239,137,251185,34
830903,12202,295,251185,34
830904,25190,165,251185,34
830905,6965,184,251185,34
830906,4204,141,251185,34
830907,11785,216,251185,34
830908,14000,114,251185,34
830909,5917,332,251185,34
830910,7243,146,251185,34
830911,6284,426,251185,34
830912,2354,122,251185,34
830913,15220,199,251185,34
830914,11104,160,251185,34
830915,6959,133,251185,34
830916,11091,190,251185,34
830917,16585,376,251185,34
830918,19331,148,251185,34
830919,7455,314,251185,34
830920,5657,475,251185,34
830921,11226,248,251185,34
830922,22750,188,251185,34
830923,8481,548,251185,34
830924,24986,175,251185,34
830925,5614,288,251185,34
830926,11202,176,251185,34
830927,11032,376,251185,34
830928,6897,146,251185,34
830929,9168,104,251185,34
830930,10855,374,251185,34
830931,2394,76,251185,34
830932,6301,269,251185,34
830933,10549,122,251185,34
830934,8971,123,251185,34
830935,10215,234,251185,34
830936,24973,320,251185,34
830937,2767,109,251185,34
830938,5430,438,251185,34
830939,7219,692,251185,34
830940,6137,356,251185,34
830941,12071,564,251185,34
830942,19282,630,251185,34
830943,7081,126,251185,34
830944,15027,507,251185,34
830945,7861,135,251185,34
830946,5712,187,251185,34
830947,2334,122,251185,34
830948,11951,191,251185,34
830949,5595,160,251185,34
830950,5293,190,251185,34
830951,5918,299,251185,34
830952,13844,448,251185,34
830953,6303,208,251185,34
830954,16710,723,251185,34
830955,6288,180,251185,34
830956,7914,180,251185,34
830957,12069,579,251185,34
830958,8652,278,251185,34
830959,4247,229,251185,34
830960,2470,125,251185,34
830961,11201,187,251185,34
830962,20703,97,251185,34
830963,9659,506,251185,34
830964,7894,132,251185,34
830965,20936,163,251185,34
830966,25277,197,251185,34
830967,7365,388,251185,34
830968,12073,374,251185,34
830969,7242,276,251185,34
830970,11265,485,251185,34
830971,10552,128,251185,34
830972,10541,156,251185,35
830973,23690,344,251185,35
830974,10545,64,251185,35
830975,11177,162,251185,35
830976,4915,225,251185,35
830977,6207,181,251185,35
830978,16590,199,251185,35
830979,16581,227,251185,35
830980,9854,96,251185,35
830981,13810,171,251185,35
830982,3846,156,251185,35
830983,5562,315,251185,35
830984,5865,161,251185,35
830985,7453,266,251185,35
830986,9289,220,251185,35
830987,20481,272,251185,35
830988,5446,239,251185,35
830989,5705,206,251185,35
830990,13416,115,251185,35
830991,5863,159,251185,35
830992,14467,459,251185,35
830993,4258,325,251185,35
830994,6299,633,251185,35
830995,11715,104,251185,35
830996,16066,109,251185,35
830997,8980,162,251185,35
830998,10990,218,251185,35
830999,16586,209,251185,35
831000,7239,249,251185,35
831001,16114,259,251185,35
831002,8637,164,251185,35
831003,2347,121,251185,35
831004,10000,172,251185,35
831005,12205,358,251185,35
831006,6553,303,251185,35
831007,9820,230,251185,35
831008,14886,199,251185,35
831009,8636,215,251185,35
831010,19286,751,251185,35
831011,11054,230,251185,35
831012,14912,200,251185,35
831013,5444,175,251185,35
831014,9869,174,251185,35
831015,4183,127,251185,35
831016,6184,417,251185,35
831017,2079,301,761399,35
831018,7453,240,251185,35
831019,10595,433,251185,35
831020,12206,139,251185,35
831021,7982,381,251185,35
831022,5775,276,251185,35
831023,14964,385,251185,35
831024,14471,161,251185,35
831025,11491,256,251185,35
831026,8842,221,251185,35
831027,14094,249,251185,35
831028,22753,213,251185,35
831029,7286,186,251185,35
831030,14891,277,251185,35
831031,5482,328,251185,35
831032,15483,210,251185,35
831033,10487,338,251185,35
831034,11490,431,251185,35
831035,4207,259,251185,35
831036,25283,217,251185,35
831037,10539,167,251185,35
831038,6511,111,251185,35
831039,9858,166,251185,35
831040,14890,127,251185,35
831041,5702,348,251185,35
831042,10062,160,251185,35
831043,23635,352,251185,35
831044,5422,128,251185,35
831045,7235,117,251185,35
831046,9282,214,251185,35
831047,9067,335,251185,35
831048,25273,98,251185,35
831049,17860,289,251185,35
831050,5579,128,251185,35
831051,14288,263,251185,35
831052,18727,683,251185,35
831053,8452,500,251185,35
831054,12184,510,251185,35
831055,13538,580,251185,35
831056,6284,173,251185,35
831057,10007,223,251185,35
831058,15741,261,251185,35
831059,17426,156,251185,35
831060,11031,393,251185,35
831061,10548,155,251185,35
831062,11199,184,251185,35
831063,9903,432,251185,35
831064,18934,343,251185,35
831065,5550,678,251185,35
831066,8868,201,251185,35
831067,17431,239,251185,35
831068,6165,265,251185,35
831069,6153,328,251185,35
831070,16106,152,251185,35
831071,10599,106,251185,35
831072,18418,773,251185,35
831073,10198,135,251185,35
831074,11096,151,251185,35
831075,23691,436,251185,35
831076,8912,164,251185,35
831077,8862,155,251185,35
831078,24969,487,251185,35
831079,2334,37,251185,35
831080,10567,477,251185,35
831081,12076,589,251185,35
831082,6289,162,251185,35
831083,11586,114,251185,35
831084,10060,188,251185,35
831085,5767,508,251185,35
831086,5676,806,251185,35
831087,19311,248,251185,35
831088,12176,245,251185,35
831089,5723,389,251185,35
831090,3899,375,251185,35
831091,12534,158,251185,35
831092,5941,236,251185,35
831093,7082,159,251185,35
831094,9409,89,251185,35
831095,5923,511,251185,35
831096,9856,158,251185,35
831097,5863,162,251185,35
831098,2768,111,251185,35
831099,18947,225,251185,35
831100,16115,141,251185,35
831101,11098,178,251185,35
831102,12527,123,251185,35
831103,6664,276,251185,35
831104,10110,160,251185,35
831105,5302,127,251185,35
831106,6309,159,251185,35
831107,8977,119,251185,35
831108,5794,292,251185,35
831109,6306,132,251185,35
831110,20924,121,251185,35
831111,7635,397,251185,35
831112,11943,255,251185,35
831113,2359,592,761399,35
831114,3891,352,251185,35
831115,8857,203,251185,35
831116,23690,368,251185,35
831117,23179,117,251185,35
831118,8735,358,251185,35
831119,11041,676,251185,35
831120,15207,148,251185,35
831121,9316,673,251185,35
831122,8467,464,251185,35
831123,20701,125,251185,35
831124,10553,110,251185,35
831125,5573,134,251185,35
831126,11170,247,251185,35
831127,10549,196,251185,35
831128,6033,369,251185,35
831129,19337,180,251185,35
831130,5418,122,251185,35
831131,4906,100,251185,35
831132,7428,134,251185,35
831133,6548,273,251185,35
831134,4914,137,251185,35
831135,11589,313,251185,35
831136,13848,452,251185,35
831137,11723,180,251185,35
831138,7245,157,251185,35
831139,16431,148,251185,35
831140,12203,289,251185,35
831141,8107,211,251185,35
831142,10124,145,251185,35
831143,5573,190,251185,35
831144,13541,309,251185,35
831145,6561,351,251185,35
831146,11234,322,251185,35
831147,6022,127,251185,35
831148,15484,140,251185,35
831149,11719,109,251185,35
831150,10401,306,251185,35
831151,10009,149,251185,35
831152,20931,138,251185,35
831153,17525,129,251185,35
831154,7606,294,251185,35
831155,22059,162,251185,35
831156,5845,133,251185,35
831157,6549,272,251185,35
831158,14893,131,251185,35
831159,16529,222,251185,35
831160,6290,228,251185,35
831161,6284,165,251185,35
831162,10982,175,251185,35
831163,10551,135,251185,35
831164,5586,177,251185,35
831165,2393,100,251185,35
831166,16585,192,251185,35
831167,18417,559,251185,35
831168,7134,578,251185,35
831169,7168,164,251185,35
831170,10534,350,251185,35
831171,9102,495,251185,35
831172,14887,179,251185,35
831173,9817,299,251185,35
831174,6303,206,251185,35
831175,11712,109,251185,35
831176,7555,397,251185,35
831177,20909,493,251185,35
831178,5722,136,251185,35
831179,11171,151,251185,35
831180,15194,134,251185,35
831181,8834,221,251185,35
831182,23895,156,251185,35
831183,14884,168,251185,36
831184,5929,265,251185,36
831185,16246,135,251185,36
831186,14892,187,251185,36
831187,11051,324,251185,36
831188,14962,376,251185,36
831189,2353,152,251185,36
831190,17535,158,251185,36
831191,16243,210,251185,36
831192,2390,65,251185,36
831193,8747,518,251185,36
831194,7646,282,251185,36
831195,11197,225,251185,36
831196,8520,226,251185,36
831197,14976,195,251185,36
831198,20936,142,251185,36
831199,20705,155,251185,36
831200,11036,858,251185,36
831201,19326,124,251185,36
831202,14891,136,251185,36
831203,3988,292,251185,36
831204,20469,188,251185,36
831205,13198,157,251185,36
831206,13619,51,251185,36
831207,25296,150,251185,36
831208,3964,170,251185,36
831209,6463,392,251185,36
831210,7572,162,251185,36
831211,16240,131,251185,36
831212,7453,271,251185,36
831213,20936,148,251185,36
831214,20934,142,251185,36
831215,20471,250,251185,36
831216,5666,409,251185,36
831217,28322,4000,761400,36
831218,7562,262,251185,36
831219,8552,572,251185,36
831220,16246,332,251185,36
831221,11944,522,251185,36
831222,11591,371,251185,36
831223,5679,286,251185,36
831224,2724,102,251185,36
831225,6898,191,251185,36
831226,8878,235,251185,36
831227,13113,192,251185,36
831228,6570,450,251185,36
831229,14929,177,251185,36
831230,15700,287,251185,36
831231,7078,98,251185,36
831232,17531,193,251185,36
831233,2392,88,251185,36
831234,10099,92,251185,36
831235,3269,152,251185,36
831236,6138,257,251185,36
831237,17868,394,251185,36
831238,9281,334,251185,36
831239,5724,171,251185,36
831240,5682,536,251185,36
831241,10504,463,251185,36
831242,5487,482,251185,36
831243,16468,315,251185,36
831244,47801,4000,761400,36
831245,10007,125,251185,36
831246,3840,200,251185,36
831247,7455,402,251185,36
831248,6284,178,251185,36
831249,2335,65,251185,36
831250,25193,327,251185,36
831251,14891,170,251185,36
831252,6375,312,251185,36
831253,6487,211,251185,36
831254,6285,244,251185,36
831255,13129,187,251185,36
831256,5674,317,251185,36
831257,5715,127,251185,36
831258,6033,247,251185,36
831259,14889,153,251185,36
831260,20704,117,251185,36
831261,3171,101,251185,36
831262,9475,191,251185,36
831263,15192,283,251185,36
831264,3762,163,251185,36
831265,20942,161,251185,36
831266,14958,351,251185,36
831267,10002,142,251185,36
831268,11712,108,251185,36
831269,11791,221,251185,36
831270,25193,333,251185,36
831271,10586,86,251185,36
831272,10641,256,251185,36
831273,14297,343,251185,36
831274,19401,296,251185,36
831275,8836,197,251185,36
831276,5577,144,251185,36
831277,6475,324,251185,36
831278,14464,296,251185,36
831279,4255,258,251185,36
831280,2473,171,251185,36
831281,10545,581,251185,36
831282,7236,126,251185,36
831283,7247,213,251185,36
831284,6033,261,251185,36
831285,5561,112,251185,36
831286,10506,646,251185,36
831287,12018,581,251185,36
831288,15041,233,251185,36
831289,4195,117,251185,36
831290,13218,740,251185,36
831291,8747,418,251185,36
831292,8981,170,251185,36
831293,10565,207,251185,36
831294,7454,435,251185,36
831295,12063,505,251185,36
831296,11190,170,251185,36
831297,7117,221,251185,36
831298,5921,396,251185,36
831299,3755,139,251185,36
831300,20899,691,251185,36
831301,12147,353,251185,36
831302,2788,243,251185,36
831303,11943,474,251185,36
831304,5754,334,251185,36
831305,10548,144,251185,36
831306,13492,313,251185,36
831307,5561,132,251185,36
831308,2766,130,251185,36
831309,8099,496,251185,36
831310,15480,222,251185,36
831311,2549,155,251185,36
831312,16241,130,251185,36
831313,10157,161,251185,36
831314,5484,161,251185,36
831315,12600,191,251185,36
831316,6139,203,251185,36
831317,5579,165,251185,36
831318,18724,883,251185,36
831319,10824,134,251185,36
831320,8868,120,251185,36
831321,3837,174,251185,36
831322,25586,251,251185,36
831323,10545,143,251185,36
831324,3987,217,251185,36
831325,16107,254,251185,36
831326,16259,248,251185,36
831327,11049,881,251185,36
831328,5560,221,251185,36
831329,6803,342,251185,36
831330,16518,225,251185,36
831331,7916,188,251185,36
831332,11329,423,251185,36
831333,10550,124,251185,36
831334,14976,164,251185,36
831335,8558,239,251185,36
831336,19284,558,251185,36
831337,8859,160,251185,36
831338,22077,403,251185,36
831339,2346,140,251185,36
831340,4920,297,251185,36
831341,14101,214,251185,36
831342,10131,162,251185,36
831343,16429,147,251185,36
831344,5308,226,251185,36
831345,2799,223,251185,36
831346,16244,149,251185,36
831347,10067,178,251185,36
831348,10568,162,251185,36
831349,12014,353,251185,36
831350,19311,138,251185,36
831351,7054,219,251185,36
831352,20907,387,251185,36
831353,11365,339,251185,36
831354,8831,184,251185,36
831355,8825,151,251185,36
831356,18721,736,251185,36
831357,6965,169,251185,36
831358,8103,320,251185,36
831359,6051,324,251185,36
831360,10549,325,251185,36
831361,8495,555,251185,36
831362,16243,129,251185,36
831363,4209,173,251185,36
831364,9484,168,251185,36
831365,11175,246,251185,36
831366,5995,139,251185,36
831367,15492,162,251185,36
831368,3840,225,251185,36
831369,16425,115,251185,36
831370,10567,472,251185,36
831371,6482,236,251185,36
831372,2215,455,761399,36
831373,16069,116,251185,36
831374,11179,161,251185,36
831375,11000,179,251185,36
831376,6283,204,251185,36
831377,14914,394,251185,36
831378,14850,564,251185,36
831379,6286,174,251185,36
831380,10059,254,251185,36
831381,14387,130,251185,36
831382,15499,251,251185,36
831383,23898,488,251185,36
831384,8650,173,251185,36
831385,7456,391,251185,36
831386,8113,188,251185,36
831387,10837,146,251185,36
831388,8871,159,251185,36
831389,20348,117,251185,36
831390,4925,176,251185,36
831391,16517,154,251185,37
831392,12034,492,251185,37
831393,6184,296,251185,37
831394,3892,356,251185,37
831395,5928,224,251185,37
831396,3899,334,251185,37
831397,4176,155,251185,37
831398,6386,309,251185,37
831399,8849,341,251185,37
831400,2336,85,251185,37
831401,5577,179,251185,37
831402,8841,198,251185,37
831403,2350,51,251185,37
831404,11049,200,251185,37
831405,12203,186,251185,37
831406,3756,149,251185,37
831407,15210,155,251185,37
831408,14209,287,251185,37
831409,11465,362,251185,37
831410,6282,169,251185,37
831411,15704,115,251185,37
831412,7076,155,251185,37
831413,16490,185,251185,37
831414,22576,706,251185,37
831415,9329,199,251185,37
831416,20902,625,251185,37
831417,14113,548,251185,37
831418,20705,154,251185,37
831419,15703,127,251185,37
831420,16831,246,251185,37
831421,5388,208,251185,37
831422,10974,265,251185,37
831423,3838,204,251185,37
831424,9865,158,251185,37
831425,2337,37,251185,37
831426,6663,459,251185,37
831427,5669,262,251185,37
831428,8860,223,251185,37
831429,10973,191,251185,37
831430,5863,162,251185,37
831431,7771,160,251185,37
831432,12149,333,251185,37
831433,5483,164,251185,37
831434,6281,149,251185,37
831435,19284,723,251185,37
831436,9280,165,251185,37
831437,7201,406,251185,37
831438,7454,478,251185,37
831439,15751,409,251185,37
831440,2718,130,251185,37
831441,20920,408,251185,37
831442,25298,299,251185,37
831443,5493,179,251185,37
831444,10818,233,251185,37
831445,14453,130,251185,37
831446,11878,119,251185,37
831447,12198,89,251185,37
831448,3759,167,251185,37
831449,2460,105,251185,37
831450,20342,155,251185,37
831451,5281,222,251185,37
831452,12173,459,251185,37
831453,6286,217,251185,37
831454,10819,198,251185,37
831455,9273,424,251185,37
831456,11292,204,251185,37
831457,6284,181,251185,37
831458,10352,111,251185,37
831459,6054,149,251185,37
831460,19284,1026,251185,37
831461,9809,166,251185,37
831462,11945,660,251185,37
831463,22790,377,251185,37
831464,3787,179,251185,37
831465,8637,155,251185,37
831466,12291,493,251185,37
831467,11588,296,251185,37
831468,11224,405,251185,37
831469,5482,500,251185,37
831470,11477,347,251185,37
831471,10003,201,251185,37
831472,12204,113,251185,37
831473,6048,181,251185,37
831474,11189,261,251185,37
831475,25294,251,251185,37
831476,24982,261,251185,37
831477,10567,263,251185,37
831478,10988,373,251185,37
831479,24981,257,251185,37
831480,6280,166,251185,37
831481,6961,180,251185,37
831482,6284,159,251185,37
831483,4089,311,251185,37
831484,6285,285,251185,37
831485,15753,285,251185,37
831486,5985,369,251185,37
831487,27532,4000,761400,37
831488,10949,426,251185,37
831489,5434,156,251185,37
831490,14291,235,251185,37
831491,10661,186,251185,37
831492,8653,508,251185,37
831493,11200,178,251185,37
831494,12258,547,251185,37
831495,17420,608,251185,37
831496,5775,786,251185,37
831497,10549,152,251185,37
831498,14553,304,251185,37
831499,8227,145,251185,37
831500,6304,290,251185,37
831501,22570,761,251185,37
831502,14460,396,251185,37
831503,18411,662,251185,37
831504,19283,869,251185,37
831505,16476,302,251185,37
831506,10651,270,251185,37
831507,5308,178,251185,37
831508,10567,456,251185,37
831509,10638,149,251185,37
831510,9589,454,251185,37
831511,4919,362,251185,37
831512,2105,360,761399,37
831513,5581,172,251185,37
831514,16053,251,251185,37
831515,16822,291,251185,37
831516,10553,131,251185,37
831517,20952,198,251185,37
831518,3085,115,251185,37
831519,24974,150,251185,37
831520,12202,190,251185,37
831521,4913,303,251185,37
831522,7439,346,251185,37
831523,3221,92,251185,37
831524,5419,337,251185,37
831525,7240,158,251185,37
831526,6298,352,251185,37
831527,6131,167,251185,37
831528,6027,342,251185,37
831529,7768,204,251185,37
831530,6669,366,251185,37
831531,22723,263,251185,37
831532,8913,296,251185,37
831533,9797,37,251185,37
831534,5477,147,251185,37
831535,10546,116,251185,37
831536,4203,154,251185,37
831537,11196,181,251185,37
831538,5878,358,251185,37
831539,13613,323,251185,37
831540,17535,191,251185,37
831541,9823,204,251185,37
831542,6960,225,251185,37
831543,20473,291,251185,37
831544,13189,201,251185,37
831545,11593,566,251185,37
831546,11949,593,251185,37
831547,2138,384,761399,37
831548,11996,530,251185,37
831549,8109,445,251185,37
831550,14884,155,251185,37
831551,10567,472,251185,37
831552,11896,151,251185,37
831553,16721,654,251185,37
831554,11587,429,251185,37
831555,6169,337,251185,37
831556,14109,678,251185,37
831557,6800,298,251185,37
831558,16244,182,251185,37
831559,5581,308,251185,37
831560,4889,198,251185,37
831561,6123,145,251185,37
831562,9881,291,251185,37
831563,10346,245,251185,37
831564,8828,200,251185,37
831565,2346,59,251185,37
831566,20903,598,251185,37
831567,6057,266,251185,37
831568,10496,228,251185,37
831569,7455,305,251185,37
831570,4215,305,251185,37
831571,5990,270,251185,37
831572,14294,297,251185,37
831573,9782,626,251185,37
831574,4215,300,251185,37
831575,6961,284,251185,37
831576,6119,211,251185,37
831577,4709,146,251185,37
831578,7194,450,251185,37
831579,7860,134,251185,37
831580,11178,197,251185,37
831581,15704,251,251185,37
831582,10948,606,251185,38
831583,8866,311,251185,38
831584,4235,210,251185,38
831585,11880,174,251185,38
831586,14845,646,251185,38
831587,19000,815,251185,38
831588,13547,326,251185,38
831589,16814,206,251185,38
831590,11922,103,251185,38
831591,7886,407,251185,38
831592,20062,208,251185,38
831593,2430,134,251185,38
831594,10624,249,251185,38
831595,6195,273,251185,38
831596,25291,153,251185,38
831597,7483,213,251185,38
831598,3987,265,251185,38
831599,7867,503,251185,38
831600,10621,137,251185,38
831601,11051,117,251185,38
831602,11173,214,251185,38
831603,16057,220,251185,38
831604,14554,297,251185,38
831605,8555,409,251185,38
831606,5997,289,251185,38
831607,12529,504,251185,38
831608,10548,27,251185,38
831609,24974,274,251185,38
831610,9088,244,251185,38
831611,20069,82,251185,38
831612,4195,158,251185,38
831613,5748,148,251185,38
831614,10556,229,251185,38
831615,12287,669,251185,38
831616,22058,442,251185,38
831617,3447,78,761408,38
831618,9894,233,251185,38
831619,6607,377,251185,38
831620,6669,402,251185,38
831621,5721,229,251185,38
831622,16483,313,251185,38
831623,25282,316,251185,38
831624,4190,134,251185,38
831625,24972,100,251185,38
831626,2667,169,251185,38
831627,5793,320,251185,38
831628,7881,139,251185,38
831629,4205,314,251185,38
831630,5926,246,251185,38
831631,7595,282,251185,38
831632,11722,368,251185,38
831633,6323,177,251185,38
831634,17541,199,251185,38
831635,12992,481,251185,38
831636,5986,301,251185,38
831637,9077,862,251185,38
831638,6130,350,251185,38
831639,24981,178,251185,38
831640,6094,351,251185,38
831641,12368,250,251185,38
831642,25294,233,251185,38
831643,14495,222,251185,38
831644,12206,345,251185,38
831645,5856,176,251185,38
831646,12062,176,251185,38
831647,5428,125,251185,38
831648,3977,271,251185,38
831649,7071,150,251185,38
831650,9661,2000,761402,38
831651,4736,227,251185,38
831652,8826,251,251185,38
831653,11166,176,251185,38
831654,12186,536,251185,38
831655,32818,4000,761400,38
831656,8247,197,251185,38
831657,5753,137,251185,38
831658,21555,305,251185,38
831659,10546,138,251185,38
831660,14490,146,251185,38
831661,6189,381,251185,38
831662,12570,581,251185,38
831663,9890,186,251185,38
831664,11175,309,251185,38
831665,11898,181,251185,38
831666,8648,287,251185,38
831667,11213,235,251185,38
831668,16719,176,251185,38
831669,20476,244,251185,38
831670,14580,70,251185,38
831671,6705,211,251185,38
831672,10640,193,251185,38
831673,8417,317,251185,38
831674,8112,376,251185,38
831675,7453,589,251185,38
831676,16075,404,251185,38
831677,13855,141,251185,38
831678,5480,169,251185,38
831679,10992,261,251185,38
831680,11949,483,251185,38
831681,9846,140,251185,38
831682,11054,409,251185,38
831683,18723,893,251185,38
831684,4890,223,251185,38
831685,13119,378,251185,38
831686,12012,347,251185,38
831687,4220,337,251185,38
831688,12364,255,251185,38
831689,11093,134,251185,38
831690,13489,219,251185,38
831691,3979,198,251185,38
831692,6807,335,251185,38
831693,14928,347,251185,38
831694,9896,109,251185,38
831695,10645,263,251185,38
831696,6113,366,251185,38
831697,4253,262,251185,38
831698,10940,844,251185,38
831699,10830,149,251185,38
831700,16501,438,251185,38
831701,22689,581,251185,38
831702,4707,155,251185,38
831703,20702,104,251185,38
831704,2340,151,251185,38
831705,9464,294,251185,38
831706,12204,135,251185,38
831707,7853,148,251185,38
831708,6167,308,251185,38
831709,10631,181,251185,38
831710,6000,312,251185,38
831711,4098,127,251185,38
831712,13856,170,251185,38
831713,2350,137,251185,38
831714,15700,264,251185,38
831715,14884,143,251185,38
831716,5988,340,251185,38
831717,10176,212,251185,38
831718,20486,278,251185,38
831719,13444,538,251185,38
831720,15576,548,251185,38
831721,9821,264,251185,38
831722,20708,154,251185,38
831723,7094,242,251185,38
831724,10652,198,251185,38
831725,6281,366,251185,39
831726,13531,221,251185,39
831727,17532,289,251185,39
831728,6040,355,251185,39
831729,5562,163,251185,39
831730,5793,443,251185,39
831731,11154,501,251185,39
831732,7368,431,251185,39
831733,22718,243,251185,39
831734,10567,704,251185,39
831735,11951,517,251185,39
831736,5441,395,251185,39
831737,10630,242,251185,39
831738,8354,284,251185,39
831739,8653,290,251185,39
831740,5575,176,251185,39
831741,5588,101,251185,39
831742,23898,200,251185,39
831743,5985,293,251185,39
831744,5290,282,251185,39
831745,10360,161,251185,39
831746,14576,312,251185,39
831747,16285,152,251185,39
831748,14912,259,251185,39
831749,8198,412,251185,39
831750,11942,147,251185,39
831751,3762,188,251185,39
831752,49306,4000,761400,39
831753,20933,187,251185,39
831754,24988,156,251185,39
831755,11471,343,251185,39
831756,6091,265,251185,39
831757,10166,230,251185,39
831758,15572,398,251185,39
831759,10167,186,251185,39
831760,5677,734,251185,39
831761,19307,473,251185,39
831762,11585,346,251185,39
831763,5987,344,251185,39
831764,5988,329,251185,39
831765,14451,126,251185,39
831766,5980,299,251185,39
831767,3987,321,251185,39
831768,2336,118,251185,39
831769,25285,427,251185,39
831770,2484,429,761399,39
831771,11497,611,251185,39
831772,2456,428,761399,39
831773,2396,96,251185,39
831774,17415,469,251185,39
831775,11214,220,251185,39
831776,8497,222,251185,39
831777,16491,345,251185,39
831778,16424,100,251185,39
831779,10549,273,251185,39
831780,12292,692,251185,39
831781,18417,415,251185,39
831782,9851,239,251185,39
831783,5985,339,251185,39
831784,14567,356,251185,39
831785,11351,432,251185,39
831786,20906,580,251185,39
831787,9826,369,251185,39
831788,6962,540,251185,39
831789,16830,367,251185,39
831790,13541,374,251185,39
831791,3979,285,251185,39
831792,5690,464,251185,39
831793,25192,528,251185,39
831794,4212,186,251185,39
831795,11996,308,251185,39
831796,24988,283,251185,39
831797,10664,208,251185,39
831798,12179,534,251185,39
831799,9820,128,251185,39
831800,20945,177,251185,39
831801,8779,220,251185,39
831802,12205,369,251185,39
831803,8266,288,251185,39
831804,8110,421,251185,39
831805,4249,224,251185,39
831806,20701,312,251185,39
831807,5757,162,251185,39
831808,12203,325,251185,39
831809,25288,478,251185,39
831810,10637,250,251185,39
831811,4722,183,251185,39
831812,14559,312,251185,39
831813,6557,428,251185,39
831814,9821,310,251185,39
831815,5865,369,251185,39
831816,10355,283,251185,39
831817,10612,146,251185,39
831818,12059,268,251185,39
831819,8688,1145,251185,39
831820,11591,299,251185,39
831821,7425,127,251185,39
831822,11198,41,251185,39
831823,6193,415,251185,39
831824,6483,377,251185,39
831825,5998,387,251185,39
831826,2773,140,251185,39
831827,7856,375,251185,39
831828,3949,206,251185,39
831829,14565,314,251185,39
831830,9803,233,251185,39
831831,10070,256,251185,39
831832,12154,302,251185,39
831833,10174,266,251185,39
831834,2478,45,251185,39
831835,16719,161,251185,39
831836,11145,580,251185,39
831837,4104,130,251185,39
831838,7473,122,251185,39
831839,16827,210,251185,39
831840,11601,341,251185,39
831841,4239,304,251185,39
831842,24979,179,251185,39
831843,6551,372,251185,39
831844,4025,332,251185,39
831845,7422,565,251185,39
831846,6192,277,251185,39
831847,6154,287,251185,39
831848,20903,334,251185,39
831849,9880,155,251185,39
831850,3889,124,251185,39
831851,11754,351,251185,40
831852,16430,365,251185,40
831853,7666,250,251185,40
831854,4714,170,251185,40
831855,5487,490,251185,40
831856,20909,607,251185,40
831857,7110,188,251185,40
831858,5663,189,251185,40
831859,10574,48,251185,40
831860,2161,454,761399,40
831861,5968,308,251185,40
831862,4192,136,251185,40
831863,11885,267,251185,40
831864,19315,382,251185,40
831865,6896,347,251185,40
831866,10978,382,251185,40
831867,5679,172,251185,40
831868,6819,389,251185,40
831869,12279,582,251185,40
831870,9184,109,251185,40
831871,13267,1352,251185,40
831872,7118,122,251185,40
831873,15277,671,251185,40
831874,8354,188,251185,40
831875,16284,160,251185,40
831876,17534,192,251185,40
831877,7072,392,251185,40
831878,5886,349,251185,40
831879,4140,230,251185,40
831880,8756,582,251185,40
831881,25286,536,251185,40
831882,6090,421,251185,40
831883,2430,62,251185,40
831884,5452,422,251185,40
831885,8479,678,251185,40
831886,22695,472,251185,40
831887,3544,143,251185,40
831888,17533,282,251185,40
831889,8355,255,251185,40
831890,2336,713,761399,40
831891,23162,580,251185,40
831892,8354,146,251185,40
831893,5885,349,251185,40
831894,4721,203,251185,40
831895,4890,139,251185,40
831896,10350,269,251185,40
831897,17534,209,251185,40
831898,8109,239,251185,40
831899,6482,372,251185,40
831900,14893,141,251185,40
831901,13641,209,251185,40
831902,23166,195,251185,40
831903,5674,301,251185,40
831904,10630,122,251185,40
831905,9173,160,251185,40
831906,10487,437,251185,40
831907,5295,410,251185,40
831908,7118,120,251185,40
831909,23175,420,251185,40
831910,10693,720,251185,40
831911,7086,162,251185,40
831912,10204,270,251185,40
831913,8648,331,251185,40
831914,7115,108,251185,40
